346656828.8042714	0.0007401924500370096	0.00023629489603024575	NaN	0.0037914691943127963	0.0019646365422396855	0.00485981308411215	0	0	0	0
346330379.4110389	0	0.0002349072116513977	NaN	0.0019083969465648854	0.004032258064516129	0.0044943820224719105	0	0	0	0
347061464.38492507	0	0.0002354603249352484	NaN	0.0009746588693957114	0	0.0044069041498347415	0	0	0	0
346487881.5965683	0	0	NaN	0.0009416195856873823	0.002061855670103093	0.006920415224913495	0	0	0	0
345197664.54040504	0	0.00046468401486988845	NaN	0.0064995357474466105	0.0038022813688212928	0.005688282138794084	0	0	0	0
346135143.110651	0	0.0007345739471106758	NaN	0.0018099547511312218	0	0.003429878048780488	0	0	0	0
345098797.7755875	0	0.0007151370679380214	NaN	0.002890173410404624	0.002012072434607646	0.0046421663442940036	0	0	0	0
346279086.7739763	0	0.0006975122064636131	NaN	0.0009541984732824427	0	0.003392385978137957	0	0	0	0
345658859.1428816	0	0.0007087172218284905	NaN	0.0027002700270027003	0.0020408163265306124	0.005458089668615985	0	0	0	0
346219868.77673125	0	0.0004905567819475104	NaN	0.0009523809523809524	0.001984126984126984	0.00652090525508247	0	0	0	0
346240296.3298166	0.0007530120481927711	0	NaN	0.0017953321364452424	0.005535055350553505	0.0029940119760479044	0	0	0	0
346864044.8067098	0.0007072135785007072	0.0011470520761642578	NaN	0.0018467220683287165	0	0.004496065942300487	0	0	0	0
346943429.9707601	0	0.00045682960255824577	NaN	0.004570383912248629	0	0.004248744689069139	0.00023741690408357076	0	0	0
347642044.4151432	0	0.0013986013986013986	NaN	0	0	0.005941329372447085	0.0002376990729736154	0	0	0
346360749.1096495	0	0.0014278914802475012	NaN	0.0018587360594795538	0.00404040404040404	0.004967520061138708	0	0	0	0
347026352.80994433	0	0.001156336725254394	NaN	0.004752851711026616	0.009671179883945842	0.004023408924652524	0	0	0	0
346147937.74670434	0.0007535795026375283	0.0002311604253351826	NaN	0.0019646365422396855	0	0.00525328330206379	0.0004905567819475104	0	0	0
345031108.58368057	0.0015232292460015233	0.00023646252069047056	NaN	0.0009560229445506692	0	0.006191950464396285	0	0	0	0
346159566.029694	0	0	NaN	0.0027397260273972603	0.0020920502092050207	0.003129890453834116	0.00023391812865497077	0	0	0
346387348.7086126	0	0.0004631773969430292	NaN	0.005405405405405406	0.00404040404040404	0.0038299502106472617	0.00023752969121140142	0	0	0
345759706.2606726	0	0.00024061597690086623	NaN	0.003805899143672693	0	0.005578281889178133	0.00023046784973496196	0	0	0
345435319.2667476	0	0.0004860267314702309	NaN	0.0009099181073703367	0.0038910505836575876	0.0037355248412401943	0	0	0	0
348195537.9513175	0	0.0004878048780487805	NaN	0.0027649769585253456	0.004016064257028112	0.007844602166604408	0	0	0	0
345160595.3115859	0	0	NaN	0.0054694621695533276	0.0038910505836575876	0.004711425206124852	0	0	0	0
