app_index:inter_arrival_dist:inter_arrival_mean:inter_arrival_scv:job_size_dist:job_size_mean:job_size_scv
1:Exponential:0.25:1:Exponential:5:1
2:Exponential:0.5:1:Exponential:10:1
3:Exponential:0.25:1:Exponential:5:1
4:Exponential:0.1:1:Exponential:2:1
5:Exponential:0.2:1:Exponential:3:1
